ID,LIMIT_BAL,MARRIAGE,EDUCATION,SEX,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,TARGET
5186,20000,2,1,1,45,17895,19598,19701,0
5187,180000,1,2,2,37,578,911,578,0
5188,2.00E+05,2,3,2,40,11912,19196,11938,0
5189,20000,2,2,1,40,18330,17743,20346,0
5190,20000,2,3,1,36,7268,12946,8811,0
5191,250000,1,3,2,35,214000,90010,78886,0
5192,240000,1,2,1,40,5357,4397,11204,0
5193,280000,1,3,2,33,17951,18915,7926,0
5194,280000,1,3,1,39,55050,51417,47069,0
5195,120000,1,1,2,33,118148,118593,101152,0
5196,220000,2,2,1,37,168286,155893,119575,0
5197,30000,2,3,2,35,4848,6524,6290,0
5198,30000,1,2,1,39,0,780,0,0
5199,520000,2,3,2,38,60912,56728,55758,0
5200,50000,2,3,2,37,13301,1400,780,0
5201,110000,2,3,1,36,88312,90163,92035,0
5202,50000,1,3,1,36,42624,39943,7218,0
5203,80000,1,2,1,35,73000,71338,47202,0
5204,50000,1,2,2,34,9532,14023,13513,0
5205,290000,2,3,1,35,822,836,12,0
5206,50000,2,2,2,39,50180,38404,29775,0
5207,310000,1,1,2,39,11819,14300,18731,0
5208,120000,2,2,2,37,61470,63335,66278,0
5209,390000,2,3,2,37,202248,205150,0,0
5210,250000,1,3,1,40,3759,17694,14505,0
5211,30000,2,2,2,36,5807,7153,7877,0
5212,90000,2,3,2,41,0,194,0,0
5213,160000,2,2,1,39,109405,118110,119697,0
5214,250000,2,3,2,39,10495,2150,46975,0
5215,80000,1,2,2,38,85738,80445,82639,0
5216,110000,1,3,2,40,16090,17522,18426,0
5217,420000,1,3,1,39,54799,53507,54678,0
5218,50000,1,2,1,34,38736,28402,28813,0
5219,50000,2,2,2,39,47295,30348,24446,0
5220,50000,1,1,2,35,39804,41106,41843,0
5221,2.00E+05,2,3,1,36,13383,1183,14714,0
5222,150000,2,1,2,38,1622,12946,0,0
5223,30000,1,1,1,40,28292,30494,28317,0
5224,60000,2,4,2,42,52176,39107,39547,0
5225,2.00E+05,1,3,1,37,144678,140804,136437,0
5226,1.00E+05,1,3,2,37,11059,10105,388,0
5227,2.00E+05,1,3,2,41,21326,30928,124497,0
5228,250000,1,2,2,37,107476,87000,48162,0
5229,160000,1,1,2,35,227,-385,-379,0
5230,3.00E+05,1,3,1,34,20938,21064,26041,0
5231,120000,2,2,2,33,112336,113351,115515,0
5232,90000,2,2,1,39,34704,36426,35387,0
5233,80000,2,2,2,38,69816,71257,72812,0
5234,450000,1,3,1,40,25244,0,0,0
5235,140000,1,2,2,33,1007,3680,4214,0
5236,130000,2,1,1,40,98285,94075,92857,0
5237,80000,1,3,2,35,30711,28729,7605,0
5238,120000,1,2,2,39,89197,87088,85280,0
5239,80000,2,1,2,37,78312,77359,76081,0
5240,50000,2,3,1,42,14577,15329,16575,0
5241,30000,2,4,1,41,29429,29959,29467,0
5242,50000,2,1,2,30,32789,7006,8880,0
5243,2.00E+05,2,2,2,34,2298,1490,1669,0
5244,130000,1,2,2,33,0,5396,10270,0
5245,40000,1,3,1,37,12745,6889,8530,0
5246,360000,2,2,2,30,122193,109382,109845,0
5247,110000,1,1,1,43,107793,102676,103276,0
5248,50000,2,1,2,32,8298,5841,3750,0
5249,30000,2,3,2,44,9417,4638,3617,0
5250,260000,1,3,2,39,8078,27201,27879,0
5251,1.00E+05,1,2,1,38,99958,76554,58610,0
5252,3.00E+05,1,3,2,40,800,1946,2612,0
5253,150000,2,3,2,32,105035,103502,92810,0
5254,70000,2,1,2,37,69470,70279,70207,0
5255,160000,2,3,2,43,2599,1302,1852,0
5256,520000,1,3,2,36,146124,145785,147972,0
5257,180000,2,1,1,32,172511,177587,175867,0
5258,480000,1,3,2,40,276681,282328,288120,0
5259,20000,2,2,1,39,17924,18475,19539,0
5260,1.00E+05,1,3,2,31,106203,108327,106142,0
5261,180000,2,2,1,39,106765,99297,69691,0
5262,20000,2,1,2,34,8503,11352,10198,0
5263,160000,2,2,2,37,490,-85,5215,0
5264,160000,1,3,1,39,0,567,4027,0
5265,130000,1,1,2,37,30218,31706,34130,0
5266,20000,1,2,1,37,11026,9535,10510,0
5267,210000,1,3,2,39,8420,8106,4168,0
5268,30000,2,3,1,34,8217,3000,0,0
5269,2.00E+05,2,3,2,37,675,1053,0,0
5270,20000,2,2,2,39,16622,18913,15868,0
5271,270000,2,3,2,37,973,417,1593,0
5272,30000,2,3,1,34,1581,2282,2964,0
5273,90000,2,1,2,38,130765,98506,94475,0
5274,330000,1,2,2,35,1732,1349,1366,0
5275,4.00E+05,1,3,1,37,105610,107495,111150,0
5276,20000,2,1,2,38,14562,5991,6870,0
5277,230000,1,2,1,36,996,997,998,0
5278,20000,1,3,1,41,30832,17896,17258,0
5279,160000,2,1,1,35,160388,175167,127848,0
5280,280000,1,2,2,39,644,499,1641,0
5281,240000,2,2,1,41,2995,3808,5736,0
5282,20000,2,2,1,38,1442,1261,390,0
5283,5.00E+05,2,3,1,35,0,0,0,0
5284,20000,2,2,1,39,6321,4813,595,0
5285,70000,1,1,2,41,22068,30307,30570,0
5286,5.00E+05,1,3,2,35,5255,86992,37272,0
5287,130000,2,2,1,34,70722,69040,70912,0
5288,120000,1,3,2,35,65645,71406,29044,0
5289,120000,2,3,2,40,110488,107488,97021,0
5290,450000,2,3,2,44,242,0,2343,0
5291,20000,2,2,1,34,13284,13987,15958,0
5292,340000,1,3,2,40,254219,252984,252180,0
5293,110000,2,2,1,37,49732,46766,41796,0
5294,1.00E+05,1,2,2,35,10228,50764,52520,0
5295,50000,2,3,1,41,44350,43360,45892,0
5296,5.00E+05,1,2,1,41,91662,88467,90193,0
5297,20000,2,2,1,33,17728,18835,38099,0
5298,190000,2,2,2,33,11613,10000,10000,0
5299,3.00E+05,2,3,2,33,42189,83754,120927,0
5300,30000,1,3,2,47,390,780,0,0
5301,70000,1,1,2,38,64670,66197,70867,0
5302,1.00E+05,2,2,2,34,98499,101051,98503,0
5303,50000,1,1,2,39,3964,1690,3780,0
5304,110000,1,2,1,38,112820,112134,110436,0
5305,50000,2,1,1,40,47863,48261,19258,0
5306,30000,1,2,2,40,3740,4616,5837,0
5307,30000,2,2,1,39,30274,30517,30485,0
5308,20000,2,2,1,39,17027,34235,18478,0
5309,50000,2,2,1,39,45840,47595,28491,0
5310,30000,2,2,1,39,24597,26852,23117,0
5311,50000,2,2,1,34,20329,14244,30580,0
5312,80000,2,3,2,35,73397,82151,80296,0
5313,90000,2,2,2,39,3440,6140,5812,0
5314,30000,1,1,1,41,19904,21267,22120,0
5315,30000,2,4,2,36,29213,17064,16465,0
5316,3.00E+05,1,1,2,36,-75,29014,21180,0
5317,130000,2,3,2,38,123945,127883,133400,0
5318,60000,1,2,2,32,57810,56189,58283,0
5319,260000,2,3,1,38,36664,22228,39330,0
5320,90000,1,1,1,43,48674,49895,52570,0
5321,140000,2,3,2,40,0,0,0,0
5322,5.00E+05,1,2,2,37,71455,79079,73583,0
5323,320000,2,3,2,38,91224,93025,99433,0
5324,5.00E+05,1,3,1,39,2900,0,0,0
5325,150000,2,3,1,39,11109,83376,79726,0
5326,280000,2,3,1,39,32068,31915,34433,0
5327,340000,1,2,2,35,7200,0,0,0
5328,30000,2,2,2,31,28144,27470,30698,0
5329,170000,2,3,2,39,154189,149826,113019,0
5330,220000,1,3,2,39,307,191,-125,0
5331,450000,1,3,1,39,20938,80176,37417,0
5332,20000,1,2,2,37,17191,18594,19489,0
5333,3.00E+05,1,1,2,37,25936,26008,26324,0
5334,230000,1,2,1,40,3472,4053,4503,0
5335,5.00E+05,1,3,1,41,7196,-1189,4639,0
5336,120000,2,2,2,42,316,71316,316,0
5337,2.00E+05,2,3,2,38,24635,0,0,0
5338,420000,2,2,1,37,13620,13002,9180,0
5339,230000,1,2,2,32,9530,12872,3724,0
5340,230000,1,3,1,39,392,4106,2562,0
5341,240000,1,1,1,34,224736,230814,234047,0
5342,360000,1,2,2,39,18186,7954,11609,0
5343,5.00E+05,2,2,1,41,47399,48711,48642,0
5344,2.00E+05,2,3,2,40,466,161746,153377,0
5345,20000,1,2,1,33,6313,8625,8338,0
5346,160000,3,2,2,40,2694,38433,38870,0
5347,30000,1,4,2,38,25083,25244,26286,0
5348,340000,2,3,2,40,132024,135687,138933,0
5349,450000,2,3,2,38,9612,19253,6665,0
5350,50000,2,2,1,37,50580,48956,49252,0
5351,2.00E+05,1,3,2,38,0,0,0,0
5352,360000,1,2,1,43,6323,6934,17170,0
5353,4.00E+05,2,2,1,36,79435,75332,128630,0
5354,150000,1,3,2,38,5423,4133,14279,0
5355,310000,2,3,1,41,47224,51442,51531,0
5356,270000,1,2,2,37,22821,24949,26526,0
5357,180000,2,2,2,36,53490,54552,56300,0
5358,140000,2,3,2,40,954,1015,310,0
5359,4.00E+05,1,3,1,41,12820,15463,50040,0
5360,2.00E+05,1,2,2,37,98822,95634,94933,0
5361,2.00E+05,2,3,1,35,187889,190967,195622,0
5362,330000,2,2,2,38,156853,139687,120586,0
5363,80000,1,2,2,40,8432,928,3602,0
5364,580000,1,2,2,35,20498,2290,4968,0
5365,140000,2,3,2,37,1399,1519,1404,0
5366,180000,2,3,2,33,0,0,0,0
5367,1.00E+05,1,2,2,34,53840,43503,43417,0
5368,2.00E+05,2,2,2,35,0,3346,0,0
5369,230000,2,3,1,44,218637,223208,159930,0
5370,130000,2,4,2,39,107599,109902,112635,0
5371,290000,1,2,2,33,0,0,0,0
5372,50000,2,3,2,38,20916,14500,0,0
5373,160000,2,3,1,40,2507,798,-2,0
5374,320000,2,2,2,41,5714,7870,342,0
5375,3.00E+05,1,2,2,38,37505,57210,36667,0
5376,70000,2,2,1,39,91930,93363,91325,0
5377,230000,1,3,2,39,165405,168697,172990,0
5378,20000,2,2,2,40,396,1301,12056,0
5379,210000,2,2,2,41,197324,201977,205800,0
5380,3.00E+05,2,3,1,35,2163,345,2541,0
5381,150000,1,3,1,36,15000,0,0,0
5382,50000,3,1,1,36,31514,32346,26223,0
5383,60000,1,2,2,33,69183,68216,66616,0
5384,2.00E+05,2,2,2,32,6369,5830,7254,0
5385,1.00E+05,1,2,2,44,29222,29378,25409,0
5386,50000,1,1,2,34,47095,48085,49039,0
5387,150000,2,2,2,35,127402,110050,51547,0
5388,220000,1,3,2,36,0,0,0,0
5389,220000,2,3,2,42,44109,32978,30415,0
5390,260000,2,3,1,40,316,316,316,0
5391,60000,2,3,2,36,37878,35511,28894,0
5392,50000,2,2,1,34,5814,-73,11427,0
5393,3.00E+05,2,3,2,37,3102,1499,318,0
5394,70000,2,3,2,39,69754,71377,71225,0
5395,220000,1,3,2,34,208858,212640,216062,0
5396,360000,2,2,1,36,108351,111201,63146,0
5397,1.00E+05,2,3,2,39,29668,32463,33350,0
5398,80000,2,3,1,35,76867,51936,28221,0
5399,120000,2,3,2,41,-93,936,0,0
5400,360000,2,3,2,38,26349,1245,2043,0
5401,5.00E+05,2,2,1,32,331751,254846,162969,0
5402,20000,2,2,1,40,15789,21698,21054,0
5403,180000,2,2,1,33,23638,-46,-46,0
5404,260000,2,3,2,40,0,204,-810,0
5405,120000,1,2,2,40,12006,13024,14795,0
5406,3.00E+05,2,3,1,37,396,396,396,0
5407,160000,1,3,1,43,117126,11222,15513,0
5408,390000,1,2,2,32,216622,214504,212726,0
5409,230000,2,2,2,37,185399,198941,201358,0
5410,1.00E+05,1,2,2,36,10430,3313,490,0
5411,60000,2,1,2,40,59143,58612,59017,0
5412,170000,1,3,2,38,2939,5447,416,0
5413,350000,1,3,2,38,3931,2570,27036,0
5414,140000,2,2,2,35,124753,101551,93649,0
5415,50000,2,2,1,34,49458,50135,49889,0
5416,30000,1,2,1,41,27879,28870,27806,0
5417,70000,3,2,2,35,69486,68650,65458,0
5418,10000,1,2,2,37,6991,8008,9018,0
5419,110000,2,3,2,32,4382,1972,1426,0
5420,280000,2,3,2,41,18641,21870,2173,0
5421,310000,1,2,2,39,0,0,0,0
5422,60000,2,2,1,37,39212,45987,42778,0
5423,4.00E+05,1,2,1,38,372724,394443,398634,0
5424,230000,2,1,2,42,550,0,13013,0
5425,440000,1,2,2,37,58639,66698,43399,0
5426,120000,2,2,1,36,116757,120600,106464,0
5427,80000,1,2,1,37,54211,55348,56477,0
5428,340000,2,3,2,36,172180,180140,166281,0
5429,50000,1,2,1,36,46794,46836,48062,0
5430,730000,1,1,1,44,746814,374028,351588,0
5431,30000,2,1,1,36,28033,28675,28997,0
5432,220000,2,2,1,32,217800,189016,137788,0
5433,240000,1,2,1,43,245338,234661,234364,0
5434,2.00E+05,2,3,2,38,132563,135202,137111,0
5435,2.00E+05,1,2,2,39,45870,46907,47952,0
5436,180000,2,2,1,33,29478,32342,31523,0
5437,50000,2,1,2,37,33384,34554,35690,0
5438,60000,2,2,2,38,56146,56929,55009,0
5439,80000,2,3,1,34,37639,38659,43427,0
5440,3.00E+05,2,2,1,42,283552,252308,204975,0
5441,80000,1,2,1,34,5885,7001,8632,0
5442,30000,1,2,2,45,30583,29901,0,0
5443,50000,2,3,2,31,2332,0,0,0
5444,60000,1,2,1,40,60557,58563,27436,0
5445,170000,1,2,1,39,326,326,326,0
5446,50000,2,3,2,33,36806,38212,39141,0
5447,160000,2,2,2,36,17357,4747,4500,0
5448,20000,2,2,2,41,20971,20360,19583,0
5449,2.00E+05,2,3,2,35,4035,4195,0,0
5450,140000,2,2,2,38,122662,123536,104817,0
5451,240000,2,2,2,38,14348,7500,7816,0
5452,50000,3,1,1,34,46199,47179,47445,0
5453,80000,2,1,2,37,6607,6205,-1573,0
5454,440000,1,3,2,38,10858,46104,21349,0
5455,240000,1,2,2,37,227797,192920,185654,0
5456,80000,1,2,2,35,1480,3832,898,0
5457,5.00E+05,1,3,2,37,29178,26963,33166,0
5458,5.00E+05,1,2,2,37,588000,277559,288835,0
5459,110000,2,3,2,35,101640,104795,104855,0
5460,150000,1,2,2,32,575,25622,4992,0
5461,380000,2,1,1,37,2989,3731,3003,0
5462,70000,1,4,2,41,71993,71158,70557,0
5463,80000,1,2,2,37,67142,68052,68690,0
5464,140000,2,3,2,38,282,282,282,0
5465,240000,2,3,1,39,95,2622,3301,0
5466,150000,2,3,2,40,25484,26726,27810,0
5467,50000,1,2,2,35,50658,48999,49388,0
5468,150000,2,3,1,35,5888,0,0,0
5469,180000,1,2,2,39,27225,28245,26743,0
5470,3.00E+05,1,3,2,40,66132,6917,3050,0
5471,50000,2,2,1,32,780,0,390,0
5472,20000,2,2,1,41,19845,18245,17658,0
5473,5.00E+05,1,3,2,38,363,2089,4822,0
5474,230000,2,3,2,37,360,0,0,0
5475,160000,1,1,2,40,2475,2475,5175,0
5476,60000,1,1,2,39,59190,56704,48980,0
5477,170000,1,1,1,41,55396,56493,55594,0
5478,50000,1,1,2,36,20065,21044,20433,0
5479,170000,2,3,2,39,130370,131199,128900,0
5480,220000,1,3,1,34,75190,151004,152786,0
5481,50000,2,1,2,35,51400,0,0,0
5482,5.00E+05,1,3,2,35,51465,24201,384973,0
5483,180000,2,2,2,40,42238,38741,36696,0
5484,130000,1,2,2,38,1980,990,990,0
5485,80000,2,3,1,38,68553,69191,71918,0
5486,120000,2,3,2,42,82683,83075,75735,0
5487,240000,1,4,2,38,4522,1868,7182,0
5488,4.00E+05,1,3,2,38,3716,4318,273,0
5489,280000,2,3,2,40,21670,15767,15288,0
5490,5.00E+05,1,3,1,39,26501,21340,11003,0
5491,280000,1,3,1,36,277815,285477,253365,0
5492,70000,1,1,2,39,22438,24055,25359,0
5493,230000,2,2,2,34,10190,49777,49159,0
5494,30000,2,2,1,38,17578,17988,20374,0
5495,140000,2,1,1,36,47422,52831,51345,0
5496,10000,2,1,1,37,9363,5062,6021,0
5497,30000,2,2,2,38,8476,9677,10715,0
5498,5.00E+05,2,3,2,44,1078,5543,500,0
5499,350000,2,4,2,45,5095,4815,61044,0
5500,20000,2,1,1,36,19369,3888,3167,0
5501,210000,1,1,2,40,2569,3920,2529,0
5502,60000,2,3,2,37,62321,61015,58160,0
5503,3.00E+05,1,2,1,41,198235,193548,198422,0
5504,220000,2,3,1,36,87604,89687,90889,0
5505,160000,2,1,2,37,18195,755,44255,0
5506,220000,1,2,2,38,154029,153012,154508,0
5507,240000,1,3,2,36,2799,855,858,0
5508,250000,1,2,2,38,210262,58752,31707,0
5509,90000,2,3,1,38,0,0,0,0
5510,30000,2,2,1,39,0,0,0,0
5511,140000,2,2,2,36,134183,136457,97395,0
5512,450000,1,2,1,38,3004,5938,3700,0
5513,190000,1,2,2,37,142272,143386,141711,0
5514,20000,1,1,1,38,780,780,390,0
5515,130000,2,1,1,34,3964,600,0,0
5516,150000,1,3,1,37,20604,21614,24535,0
5517,210000,2,2,1,42,0,628,232,0
5518,250000,1,2,2,39,103109,102594,97109,0
5519,160000,2,2,2,43,0,0,0,0
5520,30000,2,3,2,40,28885,27924,27709,0
5521,5.00E+05,2,3,2,37,747,0,0,0
5522,50000,2,2,2,38,50870,49831,47162,0
5523,70000,2,3,2,36,36467,40505,43333,0
5524,230000,1,3,1,39,38349,39154,39921,0
5525,240000,2,1,1,43,4717,11980,0,0
5526,150000,2,3,1,33,1934,12166,15378,0
5527,540000,2,3,2,39,1784,892,946,0
5528,120000,2,2,2,39,29161,29891,30893,0
5529,360000,2,3,1,38,20223,52962,3978,0
5530,50000,1,2,2,38,38418,47709,48923,0
5531,360000,2,2,2,40,3231,9523,11357,0
5532,490000,1,3,1,36,283484,245832,230346,0
5533,220000,1,3,2,33,210475,216513,196219,0
5534,210000,2,3,2,38,54904,46662,46162,0
5535,370000,2,3,2,38,929,328,0,0
5536,50000,2,2,1,37,7217,8291,9649,0
5537,220000,1,2,2,36,194640,189976,189665,0
5538,230000,2,3,2,41,10765,11107,11748,0
5539,360000,1,1,1,41,3019,2438,1008,0
5540,390000,1,3,2,40,48417,15530,112316,0
5541,20000,2,2,1,32,18743,19879,18872,0
5542,5.00E+05,2,3,1,38,27181,12525,7218,0
5543,3.00E+05,2,3,2,37,515,200,208,0
5544,1.00E+05,1,1,2,37,40112,40981,41963,0
5545,150000,2,3,1,39,152175,148872,145978,0
5546,3.00E+05,2,3,1,41,2166,2894,8903,0
5547,180000,2,3,2,36,47815,8473,950,0
5548,240000,2,3,2,39,86508,86596,87475,0
5549,50000,2,1,1,40,47104,25555,16097,0
5550,4.00E+05,2,2,2,41,366193,372700,375948,0
5551,2.00E+05,2,2,2,33,964,-36,1000,0
5552,160000,1,3,2,37,43583,50028,48928,0
5553,60000,2,2,2,36,5648,12270,0,0
5554,80000,2,3,2,38,-224,1357,3446,0
5555,230000,1,2,2,39,24510,0,0,0
5556,260000,2,3,2,39,1196,1563,1443,0
5557,20000,2,1,2,38,18505,17898,18067,0
5558,30000,2,2,1,36,29772,28707,29235,0
5559,250000,1,2,2,38,3233,13244,12462,0
5560,230000,2,2,2,38,17957,18063,20755,0
5561,350000,2,3,1,38,259524,213822,220211,0
5562,260000,2,2,2,40,34405,52512,52263,0
5563,50000,2,1,2,39,33239,33199,33757,0
5564,20000,2,2,1,40,17845,17261,18976,0
5565,230000,2,4,2,40,221590,227397,230302,0
5566,20000,1,1,2,34,2909,3537,4120,0
5567,20000,2,3,2,38,1983,326,3242,0
5568,680000,2,2,1,39,568532,577681,577015,0
5569,50000,2,2,2,37,33243,16290,12594,0
5570,130000,2,3,1,34,2219,4141,0,0
5571,30000,2,1,2,38,28467,22308,48376,0
5572,260000,2,2,1,37,98560,100980,222102,0
5573,5.00E+05,1,3,2,32,428841,432871,436858,0
5574,140000,1,3,2,40,5349,2210,5472,0
5575,1.00E+05,2,3,1,36,20505,22553,21904,0
5576,110000,1,2,2,42,776,776,776,0
5577,190000,2,2,1,38,6415,8169,10060,0
5578,180000,1,2,1,34,119109,119166,121661,0
5579,180000,2,3,2,35,6825,4094,4268,0
5580,1.00E+05,1,3,1,35,390,1473,390,0
5581,30000,2,2,1,40,2706,1261,390,0
5582,170000,1,2,1,39,143339,125864,112300,0
5583,230000,2,3,2,34,3764,10943,6588,0
5584,2.00E+05,1,3,2,40,51024,27254,36052,0
5585,5.00E+05,1,2,1,41,77009,92353,223085,0
5586,120000,2,2,2,29,4174,3821,1113,0
5587,60000,2,2,2,40,29832,18628,15069,0
5588,30000,2,1,2,43,26412,25700,24989,0
5589,230000,2,3,1,38,1470,0,1470,0
5590,4.00E+05,2,2,2,44,0,0,0,0
5591,180000,2,3,2,45,6734,7752,8763,0
5592,180000,1,2,2,34,130374,129889,114559,0
5593,260000,1,2,2,38,107030,115455,115106,0
5594,20000,1,2,2,35,11492,15791,15806,0
5595,240000,2,3,2,34,123704,125133,128856,0
5596,90000,2,3,1,35,32755,31325,28034,0
5597,50000,1,2,1,39,16486,17800,18546,0
5598,80000,2,2,2,40,18733,20081,17245,0
5599,110000,1,2,2,45,101706,102946,104260,0
5600,280000,1,1,2,34,100858,107768,111858,0
5601,20000,2,1,1,37,0,832,0,0
5602,240000,1,3,1,39,-18,-18,-18,0
5603,5.00E+05,1,3,1,38,3136,2345,8471,0
5604,160000,2,1,2,38,156000,155866,159005,0
5605,3.00E+05,2,1,2,39,92235,67283,65059,0
5606,290000,1,3,1,36,2052,4146,700,0
5607,50000,1,2,1,38,47721,48993,50280,0
5608,280000,2,3,1,36,0,3495,2783,0
5609,80000,2,3,1,39,14939,14457,2312,0
5610,50000,2,1,1,39,45803,46696,15287,0
5611,90000,2,4,1,39,101023,97045,102372,0
5612,120000,1,2,1,43,47733,49609,47753,0
5613,120000,1,4,2,36,116497,109247,98109,0
5614,170000,1,1,1,40,159094,161938,166062,0
5615,20000,2,2,1,36,17850,15528,13597,0
5616,10000,2,2,1,36,10041,9804,10034,0
5617,50000,2,2,1,33,38311,52702,50639,0
5618,330000,1,1,1,37,360,1499,360,0
5619,470000,2,3,2,35,0,0,0,0
5620,2.00E+05,2,3,1,36,8099,3432,2249,0
5621,2.00E+05,2,2,2,30,186806,166153,157633,0
5622,130000,1,1,2,34,130067,129385,96775,0
5623,50000,1,1,2,39,45096,28907,29691,0
5624,180000,1,2,2,38,1175,5317,8388,0
5625,130000,2,2,1,32,65599,63875,57122,0
5626,380000,2,3,2,36,371917,355744,347667,0
5627,160000,2,2,2,39,3826,4751,6604,0
5628,50000,2,2,1,36,47385,48790,19306,0
5629,50000,1,2,2,40,5195,15371,14163,0
5630,2.00E+05,1,2,1,38,45982,46328,47534,0
5631,80000,1,3,1,37,57844,59038,57501,0
5632,2.00E+05,2,3,2,35,0,0,0,0
5633,50000,2,2,2,33,37034,37698,37252,0
5634,4.00E+05,1,3,2,40,9279,7419,0,0
5635,50000,2,3,2,37,3257,4166,0,0
5636,1.00E+05,2,3,1,38,40810,42653,42351,0
5637,150000,1,2,1,37,42055,36366,37093,0
5638,2.00E+05,1,2,2,37,0,0,5825,0
5639,550000,2,2,1,38,-509,-1925,4532,0
5640,90000,1,2,1,36,46608,49999,43996,0
5641,260000,1,3,1,40,5275,-200,-200,0
5642,50000,2,2,1,43,47373,48076,23459,0
5643,520000,1,2,2,38,76762,107039,19046,0
5644,50000,2,2,1,38,5385,4754,-43,0
5645,250000,1,3,1,36,0,0,0,0
5646,20000,1,2,2,38,13552,16513,17549,0
5647,150000,2,1,2,33,24523,22224,20880,0
5648,1.00E+05,2,2,2,37,95197,87478,89245,0
5649,70000,1,2,1,31,78244,19275,11231,0
5650,60000,2,3,1,40,20567,11937,1536,0
5651,50000,2,1,2,32,10723,9872,658,0
5652,360000,1,2,2,37,44380,968,990,0
5653,150000,1,2,1,39,98965,100714,100645,0
5654,50000,1,1,2,41,42200,0,0,0
5655,270000,1,3,2,40,1250,1250,1250,0
5656,320000,2,2,2,40,71305,71151,72029,0
5657,170000,1,3,2,41,4667,5910,1630,0
5658,360000,2,3,2,38,1766,4500,14697,0
5659,120000,1,1,1,36,104153,98955,96298,0
5660,20000,2,2,2,43,19816,20396,20102,0
5661,80000,1,2,2,39,9647,10390,10816,0
5662,360000,2,3,1,39,0,0,0,0
5663,20000,2,2,1,36,17361,16803,16253,0
5664,120000,1,2,1,40,39606,40679,39730,0
5665,230000,2,3,2,42,161083,164757,168214,0
5666,210000,2,3,2,39,186544,188366,173694,0
5667,150000,1,3,1,37,4825,3003,6164,0
5668,210000,1,2,2,39,44552,45831,46870,0
5669,160000,2,2,2,36,13849,40862,2239,0
5670,3.00E+05,2,2,2,36,1041,654,0,0
5671,370000,1,3,2,39,21160,8153,12094,0
5672,60000,1,2,1,40,-1582,56557,55839,0
5673,50000,1,2,1,36,26339,27699,28513,0
5674,80000,2,3,2,37,36736,38079,40805,0
5675,130000,2,2,2,39,867,1110,1170,0
5676,210000,2,3,2,38,552,276,381,0
5677,10000,2,2,2,37,8509,9228,9821,0
5678,30000,2,3,2,37,26094,27095,28158,0
5679,230000,1,2,1,34,117255,109450,109794,0
5680,360000,2,3,2,32,15854,8174,1004,0
5681,2.00E+05,2,3,2,33,11347,30478,7892,0
5682,70000,1,2,1,34,70800,72060,69938,0
5683,160000,2,3,2,42,118204,121695,125724,0
5684,2.00E+05,2,3,2,35,191807,195618,200170,0
5685,290000,2,2,1,38,72607,1995,2791,0
5686,120000,1,2,2,36,50721,25967,25949,0
5687,230000,1,1,2,40,233314,222220,210778,0
5688,50000,2,2,2,34,38945,39498,38272,0
5689,50000,2,3,2,40,1884,1077,4886,0
5690,2.00E+05,1,2,1,38,11445,12379,12187,0
5691,60000,1,3,1,41,60500,58926,58625,0
5692,130000,1,3,1,43,58180,59134,61156,0
5693,280000,2,3,1,40,3981,1350,3735,0
5694,1.00E+05,2,3,2,35,92909,96454,98010,0
5695,180000,2,2,1,32,715,4637,969,0
5696,140000,2,2,2,37,9589,78122,79327,0
5697,20000,2,2,1,32,12755,832,2800,0
5698,240000,1,3,2,39,0,9965,4100,0
5699,60000,2,3,1,38,40851,41891,44788,0
5700,20000,2,2,1,38,12214,13694,16660,0
5701,250000,1,2,1,39,-24,-24,-24,0
5702,330000,2,3,2,38,12118,11176,9369,0
5703,160000,2,1,1,33,138937,152723,138767,0
5704,240000,2,2,2,38,308013,190907,192181,0
5705,180000,2,3,2,38,980,980,376,0
5706,130000,2,3,1,38,91390,88381,89091,0
5707,90000,2,3,2,35,1944,0,0,0
5708,70000,1,3,2,38,69794,70756,65348,0
5709,230000,2,2,2,38,78737,63494,55284,0
5710,180000,2,3,2,35,-10,-10,-10,0
5711,120000,1,2,2,34,115600,113690,114609,0
5712,580000,1,1,1,34,453985,470915,471175,0
5713,50000,1,2,1,41,51350,50350,49289,0
5714,50000,2,2,1,36,60131,49486,41463,0
5715,150000,2,2,2,40,97268,71876,50043,0
5716,250000,2,3,2,39,2177,2000,12327,0
5717,160000,1,1,2,38,95907,108036,110538,0
5718,10000,2,1,2,39,8846,8560,9706,0
5719,2.00E+05,1,3,2,36,20375,12588,9571,0
5720,330000,1,4,2,37,252755,272262,281220,0
5721,50000,2,1,1,39,5458,7208,17221,0
5722,10000,2,2,2,35,7828,8507,511,0
5723,330000,2,3,2,39,118467,110930,100498,0
5724,30000,2,3,2,43,30769,29559,29197,0
5725,140000,2,3,1,39,5600,0,0,0
5726,180000,2,3,2,43,0,0,432,0
5727,180000,2,3,2,36,360,120,360,0
5728,50000,2,2,2,36,40760,39660,23203,0
5729,310000,1,2,1,35,23285,1058,0,0
5730,440000,2,3,1,35,2976,16911,5945,0
5731,30000,1,2,2,38,13440,13923,17194,0
5732,50000,1,2,1,39,44306,43321,43454,0
5733,320000,2,3,2,36,55607,62893,59001,0
5734,150000,1,3,1,35,-819,35457,819,0
5735,30000,2,3,2,35,28686,27620,28164,0
5736,70000,2,2,2,39,4059,5791,208,0
5737,20000,2,3,1,41,0,0,0,0
5738,90000,1,2,2,39,316,714,1443,0
